user_id,Age,lack_companionship,isolation,satisfaction_with_life,Uses Foodbank,Can Socially Rely On Neighbours,Can Socially Rely On Close Family or Friends,Can Socially Rely On Community_or_faith_group,Worry About Rent Payment,Working Full Time,Working Part Time,Unemployed,Retired,Not Working (Looking After Child or House),Not Working Sick or Disabled,Student,OLIO Number of Food Listings,IMD Decile,OLIO Number of Non Food Listings,msoa_usage,listing_rank,added_comments,added_stories,received_likes_comments,received_likes_stories,received_comments,given_ratings,received_ratings,donated_food_listings,donated_non_food_listings,number_of_conversations,messages_count,max_requests_month,monthly_burstiness,max_requests_month_food,max_requests_month_non_food,IMD Score,income_score,employment_score,Education Score,health_score,Crime Score,barriers_score,living_environment_score,income_deprivation_affecting_children_score,income_deprivation_affecting_older_score,children_young_people_score,adult_skills_score,geographical_barriers_score,wider_barriers_score,indoors_score,outdoors_score,income_decile,employment_decile,education_decile,health_decile,crime_decile,barriers_decile,living_environment_decile,Percentage of Universal Credit Claimants,pc_of_pupils_taking_fsm,pct_16to24,pct_25to49,pct_50to64,pct_over65,Population Density,pct_other_lone_parent_children,pct_non_white,closeness_centrality,betweenness_centrality,degree_centrality,clustering,pagerank,dst_bus_coach_stop_street,dst_tram_metro_underground_platform,Population,Average population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,embeddedness_score,gender_Female,gender_Male,gender_other,gender_pnts,illness_No,illness_Prefer not to say,Illness Yes,Living on my own (NO children or children have left home),Living On my Own With Children Under 18,Living with other adult family members,Living with other adults that are non-family members,Living with partner,household_composition_Living with partner/ spouse/ older relative WITH children under 18,neighbourhood_comparison_Better,neighbourhood_comparison_Much better,neighbourhood_comparison_Much worse,neighbourhood_comparison_The same,neighbourhood_comparison_Worse,turn_to_friends_and_family_Not at all,turn_to_friends_and_family_To a large extent,turn_to_friends_and_family_To some extent,pre_payment_Don't know,pre_payment_No,pre_payment_Yes,fuel_security_label_High fuel-security,fuel_security_label_Low fuel-security,fuel_security_label_Marginal fuel-security,fuel_security_label_Very low fuel-security,household_food_security_label_High food-security,household_food_security_label_Low food-security,household_food_security_label_Marginal food-security,household_food_security_label_Very low food-security,house_desc_Buying the house on a mortgage,house_desc_Living in a night shelter/ hostel,house_desc_Living in rented accommodation arranged by the Local Authority,house_desc_Living in rented accommodation from Housing Association,house_desc_Living in student accommodation/ student halls,house_desc_Owning the house outright,house_desc_Renting from private landlord,house_desc_Temporarily living with friends and/ or family while attempting to find permanent accommodation,epc_rating_A,epc_rating_B,epc_rating_C,epc_rating_D,epc_rating_Don't know,epc_rating_E,epc_rating_F,epc_rating_G,worry_about_energy_payment_1 or 2 months,worry_about_energy_payment_Almost every month,worry_about_energy_payment_Never,worry_about_energy_payment_Some months but not every month,"income_range_Less than Â£14,900 p.a.","income_range_More than Â£58,900 p.a.",income_range_Prefer not to say,"income_range_Â£14,901- Â£24,300 p.a.","income_range_Â£24,301- Â£37,900 p.a.","income_range_Â£37,901- Â£58,900 p.a.",isolation_Hardly ever or never,isolation_Often,isolation_Some of the time,lack_companionship_Hardly ever or never,lack_companionship_Often,lack_companionship_Some of the time,satisfaction_with_life_group,satisfaction_with_life_tertile,age_AGE_25_to_34,age_AGE_35_44,age_AGE_45_54,age_AGE_55_64,age_AGE_Over_65,age_AGE_Under_25,Food Insecurity,Income,Worry About Energy Payment,Energy Insecurity,Worry About Housing Payment,No Social Reliance,"Deaths from causes considered preventable, under 75 years",Physical or Mental health Conditions or Illnesses,Gender,Distance to Bus Stop,Distance to Underground Access,Distance to Railway Access,Distance to Greenspace,isolation_composite_score,lack_companionship_composite_score,new_loneliness_binary,updated_income,updated_social_reliance,turn_to_friends_and_family_ordinal,updated_neighbourhood_comparison
2109004,4,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,354,6,42,3,4,0,0,0,0,0,26,21,211,36,184,357,58,28.9625,57,2,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,0.155,0.186,-0.795,0.243,-0.682,3.709,-0.016,0.599,4,5,8,9,7,3,5,0.08529286,0.223602484,8.764429243,36.70371954,18.15946986,16.07524583,6004.157128,16.4,29.3,0.136243719,2.63E-05,0.001352653,0.054385965,6.60E-05,18295.04581,1320.733413,9276,13194.97,1944,1174,260.95,1800,1768,281.83,7.36E-05,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,high,1,0,0,0,1,0,0,0,1,1,0,0,TRUE,64.1,1,0,146.5420735,1310.389302,1330.538492,556.170997,1,1,0,1,0,1,1
17383,1,0,0,8,0,0,1,1,3,1,0,0,0,0,0,0,0,5,6,4,3,0,0,0,0,0,1,7,0,6,23,72,2,0,0,2,18.245,0.106,0.056,4.169,-0.159,0.587,33.441,35.297,0.213,0.3,-0.49,0.13,-1.274,4.636,-0.64,2.274,5,7,9,6,3,2,2,0.122133876,0.427404382,15.91161243,45.14607988,14.49704142,8.394970414,15412.69587,16.9,48,0.149262614,3.43E-05,0.000641937,0.029100529,1.88E-05,18486.57646,709.9452648,10660,6934.27,4799,2701.98,191.31,199,184,92.8,1.87E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,high,0,1,0,0,0,0,0,0,4,0,0,0,FALSE,146.8,0,0,134.927751,852.7287589,813.2463622,255.156881,0,0,0,4,1,2,3
241591,1,1,2,5,0,1,0,0,2,1,0,0,0,0,0,0,0,7,0,4,2,0,0,0,0,0,1,1,0,0,4,14,1,0,1,0,11.93,0.083,0.061,3.817,-0.767,-0.202,26.791,25.188,0.09,0.163,-0.487,0.084,-0.508,3.207,-0.225,1.213,6,7,9,9,6,3,4,0.090949423,0.187421384,9.464655427,43.90712807,18.35255841,10.02661934,10150.51159,14.6,26.7,0,0,6.88E-05,0.166666667,8.72E-06,15385.59487,1234.421812,6881,19646.33,2452,2137.13,130.68,771,761,112.76,1.15E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,low,1,1,0,0,0,0,0,3,0,0,2,1,FALSE,57.4,0,0,121.4687489,1336.051109,314.5850141,212.469856,1,1,0,,1,2,2
257906,1,2,1,7,0,0,0,0,4,1,0,0,0,0,0,0,1,3,1,4,3,4,1,1,1,11,2,0,1,0,12,100,3,0.2,3,0,28.921,0.161,0.109,10.536,0.177,1.305,37.14,28.94,0.191,0.23,0.058,0.189,-0.949,4.954,0.068,1.202,3,4,7,5,1,1,3,0.219782135,0.366081871,10.73638344,42.03921569,15.07625272,6.806100218,11131.97235,25.2,66.7,0.11134495,1.42E-06,0.000114632,0.15,9.94E-06,15119.05884,505.2287767,11127,17924.67,4395,2784,175.32,1134,1104,97.59,1.72E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,high,1,1,0,0,0,0,0,2,3,0,1,1,TRUE,128.1,0,0,156.5800018,672.8772661,559.54992,643.615522,2,2,1,3,0,1,4
311900,3,1,2,2,0,0,0,0,4,1,0,0,0,0,0,0,167,7,0,4,4,0,0,0,0,0,3,10,68,0,71,197,4,1,4,0,13.584,0.014,0.011,1.771,-0.676,-1.56,46.314,49.165,0.01,0.035,-0.852,0.045,0.571,4.153,0.674,1.85,10,10,10,8,10,1,1,0.057401502,0.006975933,11.98436375,36.48801564,19.26756507,16.89126633,3354.570568,4.3,21.4,0.1498644,7.56E-05,0.000687789,0.028801843,7.85E-05,17825.97068,740.3823624,8706,4413.17,7587,530.78,183.02,74,20,12.19,1.98E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,low,1,0,0,1,0,0,0,2,3,0,2,1,TRUE,71.5,0,0,73.43485217,92.32764544,119.1100404,153.489981,1,1,0,3,0,0,1
2135077,0,1,2,8,0,1,1,0,3,1,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,2,0,0,6,17,1,0,1,1,23.892,0.182,0.109,13.906,-0.428,0.08,38.353,20.612,0.203,0.278,-0.15,0.291,-0.983,5.106,-0.349,0.936,3,4,6,7,5,1,5,0.114303304,0.18121547,9.593679458,39.23660989,16.33490663,12.11779191,7114.771968,23.1,75.8,0,0,0.000114632,0,8.72E-06,19751.50683,1121.67095,9726,11421.29,1637,1057,216.65,1600,1571,197.02,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,high,0,0,0,0,0,0,1,3,1,1,1,0,FALSE,82.5,0,0,107.1806658,1519.221876,1172.969542,30.8798152,1,1,0,1,1,2,2
32450,2,1,2,7,0,0,0,0,3,0,1,0,0,0,0,0,2,3,18,2,3,1,0,6,0,0,16,13,2,16,36,129,1,0,0,1,29.332,0.184,0.093,17.462,-0.088,0.142,50.279,35.71,0.179,0.425,-0.454,0.361,-0.725,6.687,0.499,1.128,3,5,5,6,5,1,2,0.140277472,0.233740725,9.447258313,43.70182779,13.17991632,11.17595243,18040.94673,25.6,89.3,0.146269493,7.76E-06,0.000848274,0.078828829,5.00E-05,10299.66022,891.3649674,9119,44617.67,1128,941,91.39,1421,1415,74.86,6.69E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,high,1,0,1,0,0,0,0,0,4,0,0,0,TRUE,79.5,0,0,30.10155987,887.8742702,1216.172567,57.9445285,1,1,0,4,0,2,3
2142355,2,1,2,8,0,0,0,0,4,0,1,0,0,0,0,0,1,4,10,2,3,0,0,0,0,0,3,6,1,7,18,53,1,0,1,1,21.984,0.127,0.121,5.636,0.023,0.735,26.123,25.002,0.142,0.162,-1.32,0.257,-0.728,3.327,-0.202,1.176,4,3,9,5,2,4,4,0.064531473,0.091836735,9.005866498,32.99508483,19.56556207,19.1691771,5020.3057,11.3,11,0.125223741,5.10E-05,0.000343895,0.057142857,3.09E-05,18600.18252,4332.683847,6320,7769.96,912,593,256.69,1785,1758,240.69,1.97E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,high,0,0,1,0,0,0,0,0,4,1,1,1,TRUE,71.5,0,0,145.1297347,4330.995091,281.4651521,143.002638,1,1,0,4,0,1,2
12644,3,0,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,6,4,3,2,0,0,0,0,0,3,3,0,3,5,17,0,0,0,0,15.206,0.099,0.073,3.74,-0.988,0.23,35.351,19.586,0.126,0.132,-0.958,0.205,-0.335,4.325,0.02,0.359,5,6,9,9,4,2,5,0.112709378,0.142614601,10.16371723,39.71798997,15.82284471,15.0657708,5863.624478,15.9,31.5,0.123136587,0,0.000137558,0.033333333,1.39E-05,16551.78134,39.54678172,10450,11310.23,2633,1326,303.46,1680,1657,219.41,4.59E-06,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,low,1,0,0,1,0,0,0,3,2,1,2,1,TRUE,94.8,1,0,22.97486688,19.665797,2602.056357,272.827118,1,0,0,2,0,0,1
2147085,3,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,109,2,10,2,4,0,1,0,40,16,21,19,68,10,86,274,18,6.827956989,17,1,40.084,0.249,0.172,17.963,0.657,0.832,33.334,49.327,0.326,0.301,-0.239,0.348,-0.659,4.366,0.672,1.867,2,2,5,3,2,2,1,0.128712871,0.398249453,12.38362642,40.0916211,15.87113935,11.4526378,13629.51323,20.4,38.7,0.14792978,4.95E-05,0.000756568,0.078598485,3.11E-05,14911.05824,1278.122361,6814,17353.93,1694,1494,87.32,1107,1094,122.99,5.95E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,low,1,0,0,1,0,0,0,3,4,1,3,1,FALSE,101.3,0,0,152.5172422,517.5823538,2088.518574,321.915957,2,1,1,4,1,1,0
